prompt_id,prompt,gold_agents,template_id
1879,Help me forecast error rate for tomorrow and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1880,Help me plot and analyze turbine RPM for the last 3 days.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1881,Write a detailed report about turbine efficiency for the last 30 days,ReportWriterAgent,10
1882,I need you to forecast latency for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
1883,for my notes: I need you to compute correlations between latency and power output for the last 30 days.,StatisticalAnalysisAgent,22
1884,Please compute median and std dev for wind energy output over the last 30 days.,StatisticalAnalysisAgent,40
1885,Please forecast wind energy output for next week and plot it.,ForecastAgent|PlotGenerationAgent,11
1886,for my notes: Forecast power output for tomorrow evening and plot it and write a brief summary.,ForecastAgent|PlotGenerationAgent,11
1887,asap: I need you to plot temperature and identify its trend for the last 24 hours.,PlotGenerationAgent|TrendAnalysisAgent,23
1888,not urgent: Generate a report with charts for turbine RPM in the last 3 days,ReportWriterAgent|PlotGenerationAgent,21
1889,Please forecast error rate for tomorrow evening and plot it. and include a quick chart.,ForecastAgent|PlotGenerationAgent,11
1890,FYI: I need you to what columns exist in the weather dataset?.,MetadataLookupAgent,3
1891,Trace anomalies and then draft a brief report for the last 30 days and add a dashboard view.,AnomalyDetectionAgent|ReportWriterAgent,17
1892,for my notes: Calculate summary stats for turbine RPM in this month,StatisticalAnalysisAgent,41
1893,FYI: Can you forecast throughput for tomorrow evening and explain the trend drivers?,ForecastAgent|TrendAnalysisAgent,24
1894,Please show WARN and ERROR logs for frontend in the last 24 hours.,LogRetrievalAgent,39
1895,I need you to fetch logs for frontend with error code TX-8821.,LogRetrievalAgent,38
1896,I need you to pull recent logs related to turbine efficiency.,LogRetrievalAgent,2
1897,Compute median and std dev for wind energy output over last week and write a brief summary.,StatisticalAnalysisAgent,40
1898,Help me fetch logs for ETL job with error code 1023.,LogRetrievalAgent,38
1899,Please fetch wind energy output for the last 30 days and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1900,Can you plot wind speed for today?,PlotGenerationAgent,8
1901,Can you list columns and schema for the transactions dataset?,MetadataLookupAgent,36
1902,Help me extract API data for wind energy output during this week.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1903,Can you retrieve logs and summarize errors for scheduler?,LogRetrievalAgent|SummaryAgent,13
1904,Help me fetch error rate for yesterday and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1905,I need you to get wind speed for yesterday and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1906,Can you detect unusual spikes or drops in power output for the last 3 days? and add a dashboard view.,AnomalyDetectionAgent,6
1907,I need you to identify the trend of throughput over the past 168 days.,TrendAnalysisAgent,5
1908,Can you fetch wind speed data for the last 72 hours?,TimeSeriesQueryAgent|APIDataFetchAgent,0
1909,I need you to what columns exist in the wind dataset?.,MetadataLookupAgent,3
1910,I need you to get rows where customer_id equals A17.,SQLQueryAgent,1
1911,Please summarize log patterns for Lambda over this month.,LogRetrievalAgent|SummaryAgent,20
1912,Filter the sensor_streams table where throughput > TX-8821,SQLQueryAgent,35
1913,Get wind speed for this month and detect trend visually,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1914,Help me plot and analyze temperature for this week. and add a dashboard view.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1915,Plot power output and identify its trend for the past 7 days,PlotGenerationAgent|TrendAnalysisAgent,23
1916,asap: Help me write a detailed report about system reliability for the past 7 days.,ReportWriterAgent,10
1917,for the weekly review: Trace anomalies and then draft a brief report for this month,AnomalyDetectionAgent|ReportWriterAgent,17
1918,Help me pull recent logs related to latency spikes. and draft a short report.,LogRetrievalAgent,2
1919,I need you to what fields are available in the energy table?. and add a dashboard view.,MetadataLookupAgent,37
1920,FYI: Please call the sensors/stream endpoint to fetch error rate as JSON. and include a quick chart.,APIDataFetchAgent,29
1921,Please predict error rate for next 72 hours.,ForecastAgent,7
1922,Help me fetch logs for scheduler with error code TX-8821. and set an alert if it changes.,LogRetrievalAgent,38
1923,Help me detect unusual spikes or drops in turbine RPM for this week.,AnomalyDetectionAgent,6
1924,for the weekly review: Can you compute median and std dev for latency over the past 7 days? and draft a short report.,StatisticalAnalysisAgent,40
1925,Summarize what happened in temperature during last week,SummaryAgent,9
1926,I need you to fetch power output for this week and describe the trend. and draft a short report.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1927,List columns and schema for the energy dataset,MetadataLookupAgent,36
1928,Help me check if wind energy output has outliers in the last 3 days.,AnomalyDetectionAgent,19
1929,Please call the energy/telemetry endpoint to fetch wind energy output as JSON. and write a brief summary.,APIDataFetchAgent,29
1930,for my notes: Help me detect unusual spikes or drops in error rate for this week.,AnomalyDetectionAgent,6
1931,Pull recent logs related to energy production,LogRetrievalAgent,2
1932,Summarize and report anomalies in wind speed for this month,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1933,I need you to use the weather/api REST API with auth to get error rate for today.,APIDataFetchAgent,31
1934,FYI: Help me generate a report with charts for temperature in yesterday.,ReportWriterAgent|PlotGenerationAgent,21
1935,Plot throughput and identify its trend for the last 3 days and include a quick chart.,PlotGenerationAgent|TrendAnalysisAgent,23
1936,asap: Can you summarize log patterns for API Gateway over the last 24 hours? and add a dashboard view.,LogRetrievalAgent|SummaryAgent,20
1937,Can you detect unusual spikes or drops in wind energy output for last week? and add a dashboard view.,AnomalyDetectionAgent,6
1938,for the weekly review: Can you show WARN and ERROR logs for scheduler in this week?,LogRetrievalAgent,39
1939,for my notes: Can you get error rate for the past 7 days and detect trend visually?,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1940,Please show WARN and ERROR logs for frontend in last week. and write a brief summary.,LogRetrievalAgent,39
1941,for my notes: Help me fetch temperature for today and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1942,Please give me a quick sanity check on the wind speed numbers for this week.,StatisticalAnalysisAgent|SummaryAgent,16
1943,Use the energy/telemetry REST API with auth to get turbine RPM for the last 24 hours,APIDataFetchAgent,31
1944,Trace anomalies and then draft a brief report for today,AnomalyDetectionAgent|ReportWriterAgent,17
1945,I need you to plot and analyze error rate for this month.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1946,for the weekly review: Help me give me a quick sanity check on the power output numbers for the last 3 days.,StatisticalAnalysisAgent|SummaryAgent,16
1947,Fetch wind speed data for the last 48 hours,TimeSeriesQueryAgent|APIDataFetchAgent,0
1948,I need you to pull recent logs related to system reliability.,LogRetrievalAgent,2
1949,I need you to what fields are available in the transactions table?.,MetadataLookupAgent,37
1950,I need you to plot throughput and identify its trend for the past 7 days.,PlotGenerationAgent|TrendAnalysisAgent,23
1951,Calculate summary stats for latency in the last 24 hours and add a dashboard view.,StatisticalAnalysisAgent,41
1952,Compute mean and variance for the past 12 days of latency,StatisticalAnalysisAgent,4
1953,FYI: Forecast power output for tomorrow evening and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
1954,not urgent: Please write a concise report of wind energy output behavior in yesterday.,ReportWriterAgent|SummaryAgent,27
1955,Help me calculate summary stats for throughput in the last 3 days.,StatisticalAnalysisAgent,41
1956,for the weekly review: Predict throughput for next 72 hours and write a brief summary.,ForecastAgent,7
1957,Please fetch wind speed data for the last 48 hours. and draft a short report.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1958,for the weekly review: Can you use the sensors/stream REST API with auth to get wind speed for the past 7 days?,APIDataFetchAgent,31
1959,Can you check if turbine RPM has outliers in the last 30 days?,AnomalyDetectionAgent,19
1960,I need you to fetch throughput for today and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1961,Compute median and std dev for wind speed over the last 24 hours,StatisticalAnalysisAgent,40
1962,Can you fetch external temperature from metrics/v1 and return raw payloads? and set an alert if it changes.,APIDataFetchAgent,32
1963,Help me compute mean and variance for the past 6 days of error rate.,StatisticalAnalysisAgent,4
1964,Write a concise report of temperature behavior in the last 24 hours,ReportWriterAgent|SummaryAgent,27
1965,Trace anomalies and then draft a brief report for the last 24 hours,AnomalyDetectionAgent|ReportWriterAgent,17
1966,btw: Help me extract API data for temperature during the last 30 days. and write a brief summary.,APIDataFetchAgent|TimeSeriesQueryAgent,26
1967,FYI: Extract API data for wind energy output during this month,APIDataFetchAgent|TimeSeriesQueryAgent,26
1968,I need you to forecast wind energy output for tomorrow evening and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1969,Please pull recent logs related to capacity planning.,LogRetrievalAgent,2
1970,Please plot temperature for last week.,PlotGenerationAgent,8
1971,Can you fetch temperature for this week and describe the trend?,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1972,Please pull recent logs related to capacity planning.,LogRetrievalAgent,2
1973,Help me get rows where customer_id equals failed. and set an alert if it changes.,SQLQueryAgent,1
1974,I need you to retrieve logs and summarize errors for ETL job.,LogRetrievalAgent|SummaryAgent,13
1975,I need you to call the metrics/v1 endpoint to fetch wind speed as JSON.,APIDataFetchAgent,29
1976,for the weekly review: Help me compute median and std dev for temperature over the last 3 days.,StatisticalAnalysisAgent,40
1977,Help me run a SQL query to find latency rows with value failed.,SQLQueryAgent,34
1978,FYI: Please paginate the weather/api API to collect wind speed records. and add a dashboard view.,APIDataFetchAgent,30
1979,Please compute mean and variance for the past 72 days of wind speed.,StatisticalAnalysisAgent,4
1980,btw: Please fetch logs for scheduler with error code A17.,LogRetrievalAgent,38
1981,Please check if temperature has outliers in the last 24 hours. and write a brief summary.,AnomalyDetectionAgent,19
1982,for my notes: I need you to get rows where customer_id equals TX-8821.,SQLQueryAgent,1
1983,Help me filter the system_events table where wind speed > E500.,SQLQueryAgent,35
1984,I need you to forecast latency for next 72 hours and plot it.,ForecastAgent|PlotGenerationAgent,11
1985,I need you to list columns and schema for the transactions dataset.,MetadataLookupAgent,36
1986,Help me get rows where customer_id equals E500.,SQLQueryAgent,1
1987,asap: Help me use the sensors/stream REST API with auth to get temperature for the last 30 days.,APIDataFetchAgent,31
1988,I need you to get wind speed for the past 7 days and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
